Issue key,Summary,Custom field (External Issue URL),Custom field (Release Note),Custom field (Git Pull Request),Components,is_magento
ACP2E-3178,Cannot update Custom created Order status,https://github.com/magento/magento2/issues/38659,"'
We can now update custom-created order statuses, whereas previously, the status could only be changed if the current status was either ""processing"" or ""fraud.""",<https://github.com/magento/magento2/commit/8459b17d>,Admin UI,true
ACP2E-3183,NewRelic browser monitoring inlineJS  script causes CSP errors,"","NewRelic Browser Monitoring scripts are now injected by the application instead of the APM agent for compliance with CSP (Content Security Policy). Previously, NewRelic Browser Monitoring scripts injected by APM agent were not compliant with CSP and caused the scripts to not be executed.",<https://github.com/magento/magento2/commit/66dea0de>,Analytics / Reporting,true
ACP2E-3184,"[Cloud] Configurable Products not shown in Production Site if Product is not enabled in ""All Store Views""","","The system now correctly displays configurable products in the site even if the product is not enabled in ""All Store Views"", but is enabled in specific store view scopes. 
Previously, if a product was disabled in ""All Store Views"" and enabled only in specific store view scopes, the product attributes would not be displayed correctly in the GraphQL response, leading to the product not being displayed properly.",<https://github.com/magento/inventory/commit/3f300077>,GraphQL,true
ACP2E-3187,Metric in NR might be misleading for background transactions- Follow up of ACP2E-3067,"",Background transactions (cron) will use New Relic app name defined in the config settings,<https://github.com/magento/magento2/commit/ec7e32a9>,"Analytics / Reporting, Cloud",true
ACP2E-3189,INSERT queries to the sales_bestsellers_aggregated_daily table become slow on project with large sales order volume,"",Previously the bestsellers aggregated daily report would take a lot of time to generate for large volume of placed orders. Now the report is generated in a timely manner.,<https://github.com/magento/magento2/commit/7377de59>,Analytics / Reporting,true
ACP2E-3190,[Cloud] Products graphql having error when same simple product has assigned to multiple configurable products,"","Previously, with separate configurable products with the same simple product, grapQL returns an error. After this fix apply, different configurable products with the same simple product, grapQL returns result without no error.",<https://github.com/magento/magento2/commit/148c3ead>,GraphQL,true
ACP2E-3193,Fixed Product Tax (FPT) is not working with configurable products,"",FPT for configurable product variations working properly.,<https://github.com/magento/magento2/commit/ec7e32a9>,Tax,true
ACP2E-3195,Shipping address empty while placing an order for a gift registry item,"","Previously, for guest user gift-registry items, when returned from the email function, generated an empty blank address, which is incorrect for placing an order. After this fix is applied, the gift registry checks logged-in user/guest users and assigned addresses if they exist.","","Catalog, Shipping",false
ACP2E-3198,[cloud] Two-finger zoom and move issue on the real mobile device,"","The system now ensures consistent image zoom functionality on mobile devices, providing a smooth and predictable user experience. Previously, the image zoom feature was inconsistent and would suddenly zoom out after a certain point when viewed on a mobile device.",<https://github.com/magento/magento2/commit/1366ae5e>,Catalog,true
ACP2E-3208,[Cloud] Users with a specific role cannot login,"",admin user with role that contain only PayPal Section access now can login without errors,<https://github.com/magento/magento2/commit/66dea0de>,Payments,true
ACP2E-3211,Duplicated items in cart,"","The system now correctly processes multiple parallel requests to add the same product to the cart into a single line item, preventing the creation of separate line items for the same SKU. Previously, making parallel requests to add the same product to the cart on Storefront would result in multiple line items for the same SKU.",<https://github.com/magento/magento2/commit/66dea0de>,Cart & Checkout,true
ACP2E-3215,[Cloud] Issue with User Authentication and Cross-Site Token Access in Multi-Site Setup,"","GraphQl Customer Info and Cart queries in Multi-Site setup checks if the customer on non-default website exists.
Previously query worked without making sure the customer exists on non-default website in Multi-Site setup.",<https://github.com/magento/magento2/commit/581b7ef1>,GraphQL,true
ACP2E-3230,Modifying column length via db_schema.xml doesn't work in case of foreign keys,"",modifying column with foreign key via declarative schema now doesn't rise errors with MariaDB,<https://github.com/magento/magento2/commit/581b7ef1>,Framework,true
ACP2E-3233,Admin can still place order even without payment method,"","Previously, the merchant could place orders from the admin panel without selecting a payment method. Now, the merchant is required a payment method to proceed with placing an order.",<https://github.com/magento/magento2/commit/fd5cf3af>,"Order, Payments",true
ACP2E-3236,Async operation fails when the SKU is missing from the payload,"","Async and sync operations previously failed due to product save errors if sku is missing from payload. After the fix, the async and sync product save rest api operations fail with relevant exception message.",<https://github.com/magento/magento2/commit/66dea0de>,APIs,true
