Issue key,Summary,Custom field (External Issue URL),Custom field (Git Pull Request),Custom field (Release Note),Components,is_magento
AC-15670,"When scheduled update for category is deleted, amount of children is not decreased for the parent category","",https://github.com/magento/magento2/commit/ef666cd9,"Fixed an issue where deleting a scheduled update for a category did not reduce the parent category’s children count, ensuring the count updates correctly when scheduled updates or subcategories are removed.",Staging & Preview,true
AC-15674,Varnish 7.3 (latest version)- Sub Categories links / options of Default category are not getting displayed on Store front Home page,"","https://github.com/magento/magento2/commit/3cf1a106, https://github.com/magento/magento2/commit/9a62604c","Confirmed that missing subcategory links on the storefront home page when using Varnish 7.3 were caused by ESI request handling and server configuration rather than a Magento code defect; the issue is resolved through recommended Varnish configuration adjustments, with no core code changes required.",Framework,true
AC-15718,"Wrong ""As low as"" price display for configurable products when FPT is enabled",https://github.com/magento/magento2/issues/40171,https://github.com/magento/magento2/commit/a06a4a57,Confirmed that the incorrect “As low as” price for configurable products when FPT was enabled was caused by tax being applied twice; the fix ensures the final price calculation respects tax configuration and now displays the correct price.,Catalog,true
AC-15719,[Issue] Add extra debug data to `cache_invalidate` log,https://github.com/magento/magento2/issues/40204,https://github.com/magento/magento2/pull/40196,"This PR enhanced the cache_invalidate log to include request context and stack trace for full cache purges, improving debugging and visibility.
This helps identify the source of unexpected full cache invalidations without changing existing functionality.",Framework,true
AC-15723,[Issue] Set isSecureArea before deleting customer,https://github.com/magento/magento2/issues/40211,https://github.com/magento/magento2/pull/38462,The System is now working fine and this PR sets isSecureArea for the deletion process and customer can register again successfully.,Account,true
AC-15743,[Issue] Improved composer's autoloader exclusion list a bit.,https://github.com/magento/magento2/issues/40109,https://github.com/magento/magento2/pull/40107,"This PR Refines Composer autoloader exclusions to skip test classes, reducing unnecessary classmap entries and preventing PSR-4 warnings.",Framework,true
AC-15753,Attribute Set Doesn't exist error breaks the page,https://github.com/magento/magento2/issues/40213,https://github.com/magento/magento2/commit/a06a4a57,Fixed an issue where entering an invalid attribute set ID in the URL caused a fatal error; the system now displays a proper error message stating that the attribute set does not exist instead of breaking the page.,Product,true
AC-15804,[Issue] PageCache/AccessList: Add CIDR support,https://github.com/magento/magento2/issues/39953,https://github.com/magento/magento2/pull/37809,"The System now accepts purge requests within a network, it's easier to just supply a CIDR range.",Admin UI,true
AC-15809,GUID is not getting saved as secured format,"","","",Upgrades - Upgrade Compatibility Tool,false
AC-15832,Issue with only_x_left_in_stock in Magento 2 GraphQL – Incorrect Calculation When Using Thresholds,"",https://github.com/magento/inventory/commit/35458c7f,Fixed an issue where the only_x_left_in_stock GraphQL field returned null due to incorrect double deduction of MinQty; the calculation was corrected so it now returns the accurate stock value based on thresholds.,"GraphQL, Inventory / MSI",true
AC-15833,Time complexity of _loadAttributes in Eav\Model\Entity\Collection\AbstractCollection increases with number of products in cart and attributes,https://github.com/magento/magento2/issues/40216,https://github.com/magento/magento2/pull/40217,"This PR optimized _loadAttributes in Eav\Model\Entity\Collection\AbstractCollection by replacing nested loops with array union (+) and reducing calls to _setItemAttributeValue, improving performance for large product carts.",Catalog,true
AC-15856,Internal Server Error When Adding Gift Card product to Cart via AddProductsToCart Mutation including custom_attributesV2,"",https://github.com/magento/magento2/commit/7fa400a7,"Resolved an Internal Server Error triggered when adding gift card (and similar custom-option) products to the cart via GraphQL with custom_attributesV2; the fix properly handles complex attribute values, allowing products to be added without errors.",GraphQL,true
AC-15862,Exception on adding a grouped product to a requisition list when category permissions are enabled,"","","Fixed a TypeError that occurred when adding grouped products to a requisition list with category permissions enabled by ensuring product options are handled safely as arrays, allowing all product types to be added without exceptions.",B2B,false
AC-15893,Admin Order Creation: Session Size Overflow When Adding 20+ Products (Session size exceeded 256KB limit),"","","Resolved a session size overflow during admin order creation by preventing large HTML responses from being stored in the session for JSON requests, ensuring bulk product additions work smoothly without logging out the admin.","Admin UI, Order",true
AC-15962,Proceed to Checkout redirecting My account page after login,"","","Fixed an issue where users were redirected to the My Account login page instead of the checkout login after session expiry, ensuring they are correctly taken to checkout with the login form.",Cart & Checkout,false
AC-15980,"[Issue] Prevent `db_schema.xml` declarations with `comment=""""` from breaking zero downtime deployments",https://github.com/magento/magento2/issues/40254,https://github.com/magento/magento2/pull/40242,"The system now prevents db_schema.xml declarations with comment="""" from breaking zero downtime deployments",Framework,true
AC-15989,Unable to clear `\Magento\Framework\Filesystem\Glob::glob(...)` cache,https://github.com/magento/magento2/issues/35741,https://github.com/magento/magento2/pull/35742,"This PR update introduces a way to clear the internal static cache used by \Magento\Framework\Filesystem\Glob, ensuring fresh and accurate results when file structures change. It improves reliability and developer experience, especially in testing scenarios and long-running processes where glob results must stay up to date.",Framework,true
